Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","445-173861-2-ND,445-173861-1-ND,445-173861-6-ND","CGA5L3X8R1H105M160AE","TDK Corporation","TDK Corporation","CAP CER 1UF 50V X8R 1206","0","0.77","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","1 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L2X8R1E105M160AE-ND","CGA5L2X8R1E105M160AE","TDK Corporation","TDK Corporation","CAP CER 1UF 25V X8R 1206","0","0.12672","0","2000","Tape & Reel (TR)","CGA","Active","1 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R1C105M125AE-ND","CGA4J3X8R1C105M125AE","TDK Corporation","TDK Corporation","CAP CER 1UF 16V X8R 0805","0","0.14045","0","2000","Tape & Reel (TR)","CGA","Active","1 µF","±20%","16V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R1C684M125AE-ND","CGA4J3X8R1C684M125AE","TDK Corporation","TDK Corporation","CAP CER 0.68UF 16V X8R 0805","0","0.12672","0","2000","Tape & Reel (TR)","CGA","Active","0.68 µF","±20%","16V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L3X8R1H684M160AE-ND","CGA5L3X8R1H684M160AE","TDK Corporation","TDK Corporation","CAP CER 0.68UF 50V X8R 1206","0","0.264","0","2000","Tape & Reel (TR)","CGA","Active","0.68 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/1210%20(3225%20Metric)%202.5.jpg","CGA6P3X8R2A684M250AE-ND","CGA6P3X8R2A684M250AE","TDK Corporation","TDK Corporation","CAP CER 0.68UF 100V X8R 1210","0","1.05336","0","1000","Tape & Reel (TR)","CGA","Active","0.68 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.110"" (2.80mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E3X8R1C474M080AE-ND","CGA3E3X8R1C474M080AE","TDK Corporation","TDK Corporation","CAP CER 0.47UF 16V X8R 0603","0","0.08976","0","4000","Tape & Reel (TR)","CGA","Active","0.47 µF","±20%","16V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R1E474M125AE-ND","CGA4J3X8R1E474M125AE","TDK Corporation","TDK Corporation","CAP CER 0.47UF 25V X8R 0805","0","0.13068","0","2000","Tape & Reel (TR)","CGA","Active","0.47 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L2X8R1H474M160AE-ND","CGA5L2X8R1H474M160AE","TDK Corporation","TDK Corporation","CAP CER 0.47UF 50V X8R 1206","0","0.14784","0","2000","Tape & Reel (TR)","CGA","Active","0.47 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/1210%20(3225%20Metric)%202.5.jpg","CGA6M3X8R2A474M200AE-ND","CGA6M3X8R2A474M200AE","TDK Corporation","TDK Corporation","CAP CER 0.47UF 100V X8R 1210","0","0.77616","0","1000","Tape & Reel (TR)","CGA","Active","0.47 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.091"" (2.30mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J2X8R1E334M125AE-ND","CGA4J2X8R1E334M125AE","TDK Corporation","TDK Corporation","CAP CER 0.33UF 25V X8R 0805","0","0.0792","0","2000","Tape & Reel (TR)","CGA","Active","0.33 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E3X8R1C334M080AE-ND","CGA3E3X8R1C334M080AE","TDK Corporation","TDK Corporation","CAP CER 0.33UF 16V X8R 0603","0","0.08022","0","4000","Tape & Reel (TR)","CGA","Active","0.33 µF","±20%","16V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L2X8R1H334M160AE-ND","CGA5L2X8R1H334M160AE","TDK Corporation","TDK Corporation","CAP CER 0.33UF 50V X8R 1206","0","0.12672","0","2000","Tape & Reel (TR)","CGA","Active","0.33 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L3X8R2A334M160AE-ND","CGA5L3X8R2A334M160AE","TDK Corporation","TDK Corporation","CAP CER 0.33UF 100V X8R 1206","0","0.2178","0","2000","Tape & Reel (TR)","CGA","Active","0.33 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E3X8R1E224M080AE-ND","CGA3E3X8R1E224M080AE","TDK Corporation","TDK Corporation","CAP CER 0.22UF 25V X8R 0603","0","0.07387","0","4000","Tape & Reel (TR)","CGA","Active","0.22 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J2X8R1E224M125AE-ND","CGA4J2X8R1E224M125AE","TDK Corporation","TDK Corporation","CAP CER 0.22UF 25V X8R 0805","0","0.0792","0","2000","Tape & Reel (TR)","CGA","Active","0.22 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R1H224M125AE-ND","CGA4J3X8R1H224M125AE","TDK Corporation","TDK Corporation","CAP CER 0.22UF 50V X8R 0805","0","0.10692","0","2000","Tape & Reel (TR)","CGA","Active","0.22 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L3X8R2A224M160AE-ND","CGA5L3X8R2A224M160AE","TDK Corporation","TDK Corporation","CAP CER 0.22UF 100V X8R 1206","0","0.1936","0","2000","Tape & Reel (TR)","CGA","Active","0.22 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E3X8R1E154M080AE-ND","CGA3E3X8R1E154M080AE","TDK Corporation","TDK Corporation","CAP CER 0.15UF 25V X8R 0603","0","0.07387","0","4000","Tape & Reel (TR)","CGA","Active","0.15 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4F2X8R1E154M085AE-ND","CGA4F2X8R1E154M085AE","TDK Corporation","TDK Corporation","CAP CER 0.15UF 25V X8R 0805","0","0.07387","0","4000","Tape & Reel (TR)","CGA","Active","0.15 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.039"" (1.00mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R1H154M125AE-ND","CGA4J3X8R1H154M125AE","TDK Corporation","TDK Corporation","CAP CER 0.15UF 50V X8R 0805","0","0.10692","0","2000","Tape & Reel (TR)","CGA","Active","0.15 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5L2X8R2A154M160AE-ND","CGA5L2X8R2A154M160AE","TDK Corporation","TDK Corporation","CAP CER 0.15UF 100V X8R 1206","0","0.16896","0","2000","Tape & Reel (TR)","CGA","Active","0.15 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.075"" (1.90mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","445-173846-2-ND,445-173846-1-ND,445-173846-6-ND","CGA3E3X8R1H104M080AE","TDK Corporation","TDK Corporation","CAP CER 0.1UF 50V X8R 0603","4,253","0.26","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","0.1 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","445-181024-2-ND,445-181024-1-ND","CGA4J2X8R1H104M125AE","TDK Corporation","TDK Corporation","CAP CER 0.1UF 50V X8R 0805","0","0.27","0","1","Tape & Reel (TR),Cut Tape (CT)","CGA","Active","0.1 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination, High Temperature","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1E104M080AE-ND","CGA3E2X8R1E104M080AE","TDK Corporation","TDK Corporation","CAP CER 0.1UF 25V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Active","0.1 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-1206-(3216-Metric).jpg","CGA5H2X8R2A104M115AE-ND","CGA5H2X8R2A104M115AE","TDK Corporation","TDK Corporation","CAP CER 0.1UF 100V X8R 1206","0","0.12672","0","2000","Tape & Reel (TR)","CGA","Active","0.1 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.051"" (1.30mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1E683M080AE-ND","CGA3E2X8R1E683M080AE","TDK Corporation","TDK Corporation","CAP CER 0.068UF 25V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","0.068 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E3X8R1H683M080AE-ND","CGA3E3X8R1H683M080AE","TDK Corporation","TDK Corporation","CAP CER 0.068UF 50V X8R 0603","0","0.05291","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","0.068 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J2X8R1H683M125AE-ND","CGA4J2X8R1H683M125AE","TDK Corporation","TDK Corporation","CAP CER 0.068UF 50V X8R 0805","0","0.0616","0","2000","Tape & Reel (TR)","CGA","Not For New Designs","0.068 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R2A683M125AE-ND","CGA4J3X8R2A683M125AE","TDK Corporation","TDK Corporation","CAP CER 0.068UF 100V X8R 0805","0","0.1089","0","2000","Tape & Reel (TR)","CGA","Active","0.068 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","445-175238-2-ND,445-175238-1-ND,445-175238-6-ND","CGA2B1X8R1E473M050BE","TDK Corporation","TDK Corporation","CAP CER 0.047UF 25V X8R 0402","6,851","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CGA","Active","0.047 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination, High Temperature","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1C473M050BE-ND","CGA2B3X8R1C473M050BE","TDK Corporation","TDK Corporation","CAP CER 0.047UF 16V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Active","0.047 µF","±20%","16V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H473M080AE-ND","CGA3E2X8R1H473M080AE","TDK Corporation","TDK Corporation","CAP CER 0.047UF 50V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Active","0.047 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R2A473M125AE-ND","CGA4J3X8R2A473M125AE","TDK Corporation","TDK Corporation","CAP CER 0.047UF 100V X8R 0805","0","0.09504","0","2000","Tape & Reel (TR)","CGA","Active","0.047 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1C333M050BE-ND","CGA2B3X8R1C333M050BE","TDK Corporation","TDK Corporation","CAP CER 0.033UF 16V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","0.033 µF","±20%","16V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H333M080AE-ND","CGA3E2X8R1H333M080AE","TDK Corporation","TDK Corporation","CAP CER 0.033UF 50V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","0.033 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
